codigo_krona;descricao_krona;linha_krona;funcao_krona;aplicacao_krona;caracteristicas_tecnicas;normas_referencia;beneficios;descricao_matriz;linha_matriz;familia_krona;unidade_venda;tipo_embalagem;comprimento_matriz;altura_matriz;largura_matriz;quantidade_embalagem;ncm_krona;codigo_barras_produto;codigo_barras_embalagem;codigo_barras_reembalagem;descricao_normalizada;categoria_detectada;eh_tubo;diametro_mm;comprimento_detectado_m;comprimento_matriz_m;comprimento_final_m;diametro_final_mm
100;TUBO PVC ESGOTO SEC. - 6M - DN 40;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO SEC. - 6M - DN 40;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;6000.0;40.0;40.0;10.0;3917.23.00;7897801304108;17897801304105;27897801304102;TUBO PVC ESGOTO SECUNDARIO. - 6M - DN 40;TUBO;True;40.0;6.0;6.0;6.0;40.0
101;TUBO PVC ESGOTO PRIM. - 6M - DN 50;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO PRIM. - 6M - DN 50;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;6000.0;50.0;50.0;10.0;3917.23.00;7897801304115;17897801304112;27897801304119;TUBO PVC ESGOTO PRIMARIO. - 6M - DN 50;TUBO;True;50.0;6.0;6.0;6.0;50.0
102;TUBO PVC ESGOTO PRIM. - 6M - DN 75;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO PRIM. - 6M - DN 75;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;6000.0;75.0;75.0;5.0;3917.23.00;7897801304122;17897801304129;27897801304126;TUBO PVC ESGOTO PRIMARIO. - 6M - DN 75;TUBO;True;75.0;6.0;6.0;6.0;75.0
103;TUBO PVC ESGOTO PRIM. - 6M - DN 100;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO PRIM. - 6M - DN 100;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;6000.0;101.0;101.0;5.0;3917.23.00;7897801304139;17897801304136;27897801304133;TUBO PVC ESGOTO PRIMARIO. - 6M - DN 100;TUBO;True;100.0;6.0;6.0;6.0;100.0
104;TUBO PVC ESGOTO PRIM. - 6M - DN 150;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO PRIM. - 6M - DN 150;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;6000.0;150.0;150.0;1.0;3917.23.00;7897801304146;17897801304143;27897801304140;TUBO PVC ESGOTO PRIMARIO. - 6M - DN 150;TUBO;True;150.0;6.0;6.0;6.0;150.0
105;TUBO PVC ESGOTO PRIM. - 6M - DN 200;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO PRIM. - 6M - DN 200;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;6000.0;200.0;200.0;1.0;3917.23.00;7897801308557;17897801308554;27897801308551;TUBO PVC ESGOTO PRIMARIO. - 6M - DN 200;TUBO;True;200.0;6.0;6.0;6.0;200.0
106;TUBO PVC LEVE - 6M - DN 250;TUBOS PVC ESGOTO;;;;;;TUBO PVC LEVE - 6M - DN 250;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;6000.0;250.0;250.0;1.0;3917.23.00;7897801308571;17897801308578;27897801308575;TUBO PVC LEVE - 6M - DN 250;TUBO;True;250.0;6.0;6.0;6.0;250.0
1061;JOGO ESGUICHO P/MANG.1/2 - 3/4 AMARELO/PRETO;ESGUICHOS;Utilizado para distribuição e ajuste de pressão no jato e obstrução da saída de água;Utilizado em mangueiras de jardim ½ para a regulagem do jato de água.;"* Ponteira (PP:Polipropileno)
* Porca(PP:Polipropileno)
* Vedação do adaptador(PVCE)
* Anel de Vedação (Borracha)
* Bucha de redução do Adaptador(PEAD)
* Processo; Injeção
*Cor: Preto/Amarelo";Não tem;"* Instale o produto manualmente,
ferramentas podem danificá-lo.
* Não armazenar em locais acima de 30°C
por longos períodos.
*Nas operações de carga e descarga,
evitar impactos que poderão danificar o
Produto.
* Em caminhões baú a temperatura interna
não deverá ser superior a 60ºC para não
comprometer a qualidade do produto.";JOGO ESGUICHO P/MANG.1/2 - 3/4 AMARELO/PRETO;ESGUICHOS;ACESSÓRIOS;PC;Sacos;29.0;126.0;29.0;12.0;3917.40.90;7897801303620;17897801303627;27897801303624;JOGO ESGUICHO P MANG.1 2 - 3 4 AMARELO PRETO;;False;;;0.029;0.029;
110;TUBO PVC ESGOTO SEC. - 3M- DN 40;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO SEC. - 3M- DN 40;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;3000.0;40.0;40.0;10.0;3917.23.00;7897801308625;17897801308622;27897801308629;TUBO PVC ESGOTO SECUNDARIO. - 3M - DN 40;TUBO;True;40.0;3.0;3.0;3.0;40.0
1100;TUBO ELETRODUTO ROSC.ANTICHAMA - 1/2;TUBOS ELETRODUTO RÍGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO ROSC.ANTICHAMA -    1/2;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;20.0;20.0;10.0;3917.23.00;7897801306218;17897801306215;27897801306212;TUBO ELETRODUTO ROSCAVEL.ANTICHAMA - 1 2;TUBO;True;;;3.0;3.0;
1101;TUBO ELETRODUTO ROSC.ANTICHAMA - 3/4;TUBOS ELETRODUTO RÍGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO ROSC.ANTICHAMA -    3/4;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;25.0;25.0;10.0;3917.23.00;7897801306225;17897801306222;27897801306229;TUBO ELETRODUTO ROSCAVEL.ANTICHAMA - 3 4;TUBO;True;;;3.0;3.0;
1102;TUBO ELETRODUTO ROSC.ANTICHAMA - 1;TUBOS ELETRODUTO RÍGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO ROSC.ANTICHAMA -     1;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;32.0;32.0;10.0;3917.23.00;7897801306232;17897801306239;27897801306236;TUBO ELETRODUTO ROSCAVEL.ANTICHAMA - 1;TUBO;True;;;3.0;3.0;
1103;TUBO ELETRODUTO ROSC.ANTICHAMA - 1.1/4;TUBOS ELETRODUTO RÍGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO ROSC.ANTICHAMA - 1.1/4;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;40.0;40.0;5.0;3917.23.00;7897801306249;17897801306246;27897801306243;TUBO ELETRODUTO ROSCAVEL.ANTICHAMA - 1.1 4;TUBO;True;;;3.0;3.0;
1104;TUBO ELETRODUTO ROSC.ANTICHAMA - 1.1/2;TUBOS ELETRODUTO RÍGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO ROSC.ANTICHAMA - 1.1/2;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;50.0;50.0;5.0;3917.23.00;7897801306256;17897801306253;27897801306250;TUBO ELETRODUTO ROSCAVEL.ANTICHAMA - 1.1 2;TUBO;True;;;3.0;3.0;
1105;TUBO ELETRODUTO ROSC.ANTICHAMA - 2;TUBOS ELETRODUTO RÍGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO ROSC.ANTICHAMA -     2;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;60.0;60.0;5.0;3917.23.00;7897801306263;17897801306260;27897801306267;TUBO ELETRODUTO ROSCAVEL.ANTICHAMA - 2;TUBO;True;;;3.0;3.0;
1106;TUBO ELETRODUTO ROSC.ANTICHAMA - 3;TUBOS ELETRODUTO RÍGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO ROSC.ANTICHAMA -     3;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;85.0;85.0;1.0;3917.23.00;7897801310215;17897801310212;27897801310219;TUBO ELETRODUTO ROSCAVEL.ANTICHAMA - 3;TUBO;True;;;3.0;3.0;
1107;TUBO ELETRODUTO ROSC.ANTICHAMA - 4;TUBOS ELETRODUTO RÍGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO ROSC.ANTICHAMA -     4;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;110.0;110.0;1.0;3917.23.00;7897801310222;17897801310229;27897801310226;TUBO ELETRODUTO ROSCAVEL.ANTICHAMA - 4;TUBO;True;;;3.0;3.0;
1108;TUBO ELETRODUTO ROSC.ANTICHAMA - 2.1/2;TUBOS ELETRODUTO RÍGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO ROSC.ANTICHAMA -     2.1/2;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;75.0;75.0;3.0;3917.23.00;7897801313476;17897801313473;27897801313470;TUBO ELETRODUTO ROSCAVEL.ANTICHAMA - 2.1 2;TUBO;True;;;3.0;3.0;
111;TUBO PVC ESGOTO PRIM. - 3M- DN 50;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO PRIM. - 3M- DN 50;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;3000.0;50.0;50.0;10.0;3917.23.00;7897801308632;17897801308639;27897801308636;TUBO PVC ESGOTO PRIMARIO. - 3M - DN 50;TUBO;True;50.0;3.0;3.0;3.0;50.0
112;TUBO PVC ESGOTO PRIM. - 3M- DN 75;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO PRIM. - 3M- DN 75;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;3000.0;75.0;75.0;5.0;3917.23.00;7897801308649;17897801308646;27897801308643;TUBO PVC ESGOTO PRIMARIO. - 3M - DN 75;TUBO;True;75.0;3.0;3.0;3.0;75.0
113;TUBO PVC ESGOTO PRIM. - 3M- DN 100;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO PRIM. - 3M- DN 100;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;3000.0;100.0;100.0;5.0;3917.23.00;7897801308656;17897801308653;27897801308650;TUBO PVC ESGOTO PRIMARIO. - 3M - DN 100;TUBO;True;100.0;3.0;3.0;3.0;100.0
114;TUBO PVC ESGOTO PRIM. - 3M- DN 150;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO PRIM. - 3M- DN 150;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;3000.0;150.0;150.0;1.0;3917.23.00;7897801308663;17897801308660;27897801308667;TUBO PVC ESGOTO PRIMARIO. - 3M - DN 150;TUBO;True;150.0;3.0;3.0;3.0;150.0
1142;CURVA 90 R.CURTO P/ELETRODUTO ROSC. 1/2;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama
*Elevada resistência mecânica";CURVA 90 R.CURTO P/ELETRODUTO ROSC. 1/2;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;51.0;21.45;21.45;24.0;3917.40.90;7897801300858;17897801300855;27897801300852;CURVA 90 R.CURTO P ELETRODUTO ROSCAVEL. 1 2;JOELHO;False;;;0.051;0.051;
1143;CURVA 90 R.CURTO P/ELETRODUTO ROSC. 3/4;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama
*Elevada resistência mecânica";CURVA 90 R.CURTO P/ELETRODUTO ROSC. 3/4;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;95.0;27.0;27.0;24.0;3917.40.90;7897801300865;17897801300862;27897801300869;CURVA 90 R.CURTO P ELETRODUTO ROSCAVEL. 3 4;JOELHO;False;;;0.095;0.095;
1144;CURVA 90 R.CURTO P/ELETRODUTO ROSC. 1;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama
*Elevada resistência mecânica";CURVA 90 R.CURTO P/ELETRODUTO ROSC. 1;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;104.0;34.0;34.0;12.0;3917.40.90;7897801300872;17897801300879;27897801300876;CURVA 90 R.CURTO P ELETRODUTO ROSCAVEL. 1;JOELHO;False;;;0.104;0.104;
1145;CURVA 90 R.CURTO P/ELETRODUTO ROSC. 1.1/4;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama
*Elevada resistência mecânica";CURVA 90 R.CURTO P/ELETRODUTO ROSC. 1.1/4;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;190.0;40.0;40.0;6.0;3917.40.90;7897801312790;17897801312797;27897801312794;CURVA 90 R.CURTO P ELETRODUTO ROSCAVEL. 1.1 4;JOELHO;False;;;0.19;0.19;
1146;CURVA 90° CURTA ELETRODUTO ROSCAVEL 1.1/2;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama
*Elevada resistência mecânica";CURVA 90° CURTA ELETRODUTO ROSCAVEL 1.1/2;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;240.0;140.0;50.0;5.0;3917.40.90;7897801313629;17897801313626;27897801313623;CURVA 90 CURTA ELETRODUTO ROSCAVEL 1.1 2;JOELHO;False;;;0.24;0.24;
115;TUBO PVC ESGOTO PRIM. - 3M - DN 200;TUBOS PVC ESGOTO;;;;;;TUBO PVC ESGOTO PRIM. - 3M - DN 200;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;3000.0;200.0;200.0;1.0;3917.23.00;7897801309042;17897801309049;27897801309046;TUBO PVC ESGOTO PRIMARIO. - 3M - DN 200;TUBO;True;200.0;3.0;3.0;3.0;200.0
1151;CURVA 90 R.LONGO P/ELETRODUTO ROSC. 1/2;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*.Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 90 R.LONGO P/ELETRODUTO ROSC. 1/2;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;100.0;22.0;22.0;24.0;3917.40.90;7897801300889;17897801300886;27897801300883;CURVA 90 R.LONGO P ELETRODUTO ROSCAVEL. 1 2;JOELHO;False;;;0.1;0.1;
1152;CURVA 90 R.LONGO P/ELETRODUTO ROSC. 3/4;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*.Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 90 R.LONGO P/ELETRODUTO ROSC. 3/4;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;115.0;27.0;27.0;24.0;3917.40.90;7897801300896;17897801300893;27897801300890;CURVA 90 R.LONGO P ELETRODUTO ROSCAVEL. 3 4;JOELHO;False;;;0.115;0.115;
1153;CURVA 90 R.LONGO P/ELETRODUTO ROSC. 1;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*.Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 90 R.LONGO P/ELETRODUTO ROSC. 1;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;142.0;34.0;34.0;12.0;3917.40.90;7897801300902;17897801300909;27897801300906;CURVA 90 R.LONGO P ELETRODUTO ROSCAVEL. 1;JOELHO;False;;;0.142;0.142;
1154;CURVA 90 R.LONGO P/ELETRO ROSC. 1.1/4;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*.Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 90 R.LONGO P/ELETRO ROSC. 1.1/4;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;160.0;50.0;50.0;5.0;3917.40.90;7897801318150;17897801318157;27897801318154;CURVA 90 R.LONGO P ELETRO ROSCAVEL. 1.1 4;JOELHO;False;;;0.16;0.16;
1155;CURVA 90 PARA ELETRODUTO ROSCAVEL DE 1 1/2;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*.Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 90 PARA ELETRODUTO ROSCAVEL DE 1 1/2;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;51.0;21.45;21.45;5.0;3917.40.90;7897801318112;17897801318119;27897801318116;CURVA 90 PARA ELETRODUTO ROSCAVEL DE 1 1 2;JOELHO;False;;;0.051;0.051;
